([1, 22, 32, 49, 37, 38, 40, 39, 36, 35, 34, 44, 46, 25, 4, 6, 15, 5, 24, 48, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 3, 18, 31, 23, 20, 50, 16, 29, 30, 2, 7, 42, 17, 21, 1], 0.3, 3, 5, 50, 9, 8175.075363312939)
([1, 22, 49, 32, 45, 19, 41, 8, 10, 9, 43, 33, 51, 11, 52, 14, 13, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 38, 40, 37, 39, 36, 35, 34, 44, 46, 16, 50, 20, 23, 21, 31, 18, 3, 17, 42, 7, 2, 29, 30, 1], 0.2, 5, 7, 30, 5, 8179.630252590622)
([1, 49, 32, 22, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 50, 20, 23, 44, 34, 35, 36, 39, 40, 38, 37, 24, 48, 15, 5, 6, 4, 25, 46, 16, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 1], 0.1, 7, 7, 10, 9, 8181.18648303609)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 38, 40, 39, 37, 34, 36, 35, 44, 46, 16, 50, 20, 23, 30, 29, 2, 42, 7, 17, 3, 18, 31, 21, 1], 0.2, 3, 7, 50, 7, 8183.738814003079)
([1, 22, 32, 49, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 37, 39, 36, 35, 34, 44, 46, 16, 29, 30, 2, 7, 42, 21, 17, 3, 18, 31, 23, 20, 50, 40, 38, 48, 24, 1], 0.1, 3, 5, 50, 9, 8187.855343396703)
([1, 22, 18, 31, 21, 23, 20, 50, 16, 29, 30, 2, 7, 42, 17, 3, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 14, 13, 52, 11, 25, 4, 6, 15, 5, 24, 48, 38, 40, 39, 37, 35, 36, 34, 44, 46, 49, 32, 1], 0.2, 3, 9, 40, 9, 8199.644350243128)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 13, 14, 52, 11, 25, 4, 6, 15, 5, 24, 48, 37, 38, 40, 39, 36, 35, 34, 44, 16, 50, 20, 23, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 46, 1], 0.2, 5, 7, 50, 5, 8209.671591296776)
([1, 22, 32, 49, 36, 35, 34, 39, 40, 38, 24, 48, 5, 15, 6, 4, 25, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 9, 10, 8, 41, 19, 45, 3, 18, 31, 21, 17, 42, 7, 2, 29, 30, 23, 20, 50, 16, 44, 46, 37, 1], 0.4, 5, 7, 20, 5, 8216.14835957996)
([1, 22, 32, 49, 36, 35, 34, 44, 46, 16, 50, 20, 23, 30, 29, 42, 7, 2, 17, 21, 31, 18, 3, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 27, 26, 47, 28, 12, 25, 4, 6, 15, 5, 48, 24, 38, 40, 39, 37, 1], 0.3, 3, 9, 20, 9, 8216.41032472547)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 38, 37, 40, 36, 35, 34, 44, 46, 16, 50, 20, 23, 30, 29, 42, 7, 2, 21, 17, 3, 18, 31, 39, 1], 0.1, 3, 7, 50, 9, 8226.674183822437)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 37, 38, 40, 39, 36, 35, 34, 44, 46, 16, 50, 20, 23, 21, 17, 3, 18, 31, 42, 7, 2, 29, 30, 1], 0.4, 3, 5, 20, 9, 8233.834825166185)
([1, 22, 31, 18, 3, 17, 21, 23, 20, 50, 16, 46, 44, 34, 35, 36, 39, 40, 38, 37, 48, 24, 5, 15, 6, 4, 25, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 32, 49, 29, 30, 42, 7, 2, 1], 0.2, 3, 5, 40, 9, 8239.940953636413)
([1, 22, 49, 32, 45, 19, 41, 8, 10, 9, 43, 33, 51, 11, 52, 14, 13, 47, 26, 27, 28, 12, 25, 46, 44, 34, 35, 36, 39, 40, 38, 37, 48, 24, 5, 15, 6, 4, 50, 20, 23, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 16, 1], 0.1, 5, 7, 50, 5, 8240.984505793682)
([1, 22, 18, 31, 21, 23, 20, 50, 16, 46, 44, 34, 35, 36, 39, 40, 38, 37, 48, 24, 5, 15, 6, 4, 25, 12, 51, 11, 52, 14, 13, 27, 28, 26, 47, 29, 30, 42, 7, 2, 17, 3, 45, 19, 41, 8, 9, 10, 43, 33, 49, 32, 1], 0.2, 3, 5, 50, 9, 8264.12682415991)
([1, 22, 49, 32, 45, 19, 41, 8, 10, 9, 43, 33, 51, 11, 52, 14, 13, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 37, 38, 40, 39, 36, 35, 34, 44, 46, 16, 50, 20, 23, 31, 18, 3, 17, 21, 30, 29, 2, 7, 42, 1], 0.2, 5, 9, 50, 7, 8286.420738356264)
([1, 22, 31, 18, 3, 17, 21, 2, 7, 42, 30, 29, 47, 26, 28, 27, 13, 14, 52, 11, 51, 12, 25, 4, 6, 15, 5, 24, 48, 38, 40, 39, 36, 35, 34, 44, 16, 46, 37, 43, 33, 9, 10, 8, 41, 19, 45, 32, 49, 20, 50, 23, 1], 0.2, 3, 9, 50, 7, 8299.085336954002)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 47, 26, 28, 27, 12, 25, 4, 6, 5, 15, 38, 40, 34, 35, 36, 39, 37, 24, 48, 46, 44, 16, 50, 20, 23, 31, 18, 3, 17, 42, 7, 2, 30, 29, 21, 1], 0.1, 5, 9, 20, 5, 8305.253346851621)
([1, 22, 31, 18, 3, 17, 21, 42, 7, 2, 30, 23, 20, 50, 29, 16, 46, 44, 36, 35, 34, 38, 40, 39, 37, 48, 24, 15, 5, 6, 4, 25, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 33, 43, 49, 32, 45, 19, 41, 8, 10, 9, 1], 0.2, 3, 9, 50, 5, 8309.812824289595)
([1, 22, 31, 18, 3, 17, 21, 23, 20, 50, 16, 44, 46, 25, 4, 6, 15, 5, 24, 48, 37, 38, 40, 39, 36, 35, 34, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 27, 28, 12, 26, 47, 29, 30, 42, 7, 2, 1], 0.1, 5, 5, 40, 5, 8313.677839165575)
([1, 22, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 16, 50, 20, 23, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 13, 14, 52, 11, 25, 4, 6, 15, 5, 24, 48, 39, 34, 36, 35, 44, 46, 37, 40, 38, 1], 0.2, 3, 7, 50, 9, 8313.844137835196)
([1, 22, 18, 31, 23, 20, 50, 16, 44, 34, 35, 36, 39, 37, 38, 48, 24, 5, 15, 6, 4, 25, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 32, 49, 40, 46, 29, 30, 42, 7, 2, 17, 21, 3, 1], 0.2, 5, 9, 10, 5, 8313.850381296279)
([1, 22, 49, 32, 45, 19, 41, 8, 10, 9, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 37, 38, 40, 39, 36, 35, 34, 44, 46, 16, 29, 30, 21, 17, 3, 18, 31, 23, 20, 50, 2, 7, 42, 1], 0.3, 5, 7, 40, 7, 8318.38334298294)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 13, 14, 52, 11, 25, 4, 6, 5, 15, 24, 48, 38, 37, 34, 35, 36, 39, 40, 44, 46, 16, 50, 20, 23, 21, 31, 18, 3, 17, 42, 7, 2, 30, 29, 1], 0.2, 5, 7, 20, 5, 8321.903111395173)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 25, 4, 6, 5, 15, 38, 24, 48, 37, 40, 39, 34, 35, 36, 44, 46, 16, 50, 20, 23, 31, 18, 3, 17, 21, 30, 29, 42, 7, 2, 1], 0.3, 5, 9, 30, 5, 8322.145416287916)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 14, 13, 52, 11, 25, 4, 6, 15, 5, 24, 48, 38, 37, 40, 39, 36, 35, 34, 44, 46, 16, 50, 20, 23, 30, 29, 42, 7, 2, 17, 3, 18, 31, 21, 1], 0.4, 5, 9, 50, 7, 8326.358845769742)
([1, 22, 32, 49, 39, 34, 35, 36, 46, 44, 16, 50, 20, 23, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 47, 26, 28, 27, 13, 14, 52, 11, 51, 12, 25, 4, 6, 15, 5, 38, 37, 40, 24, 48, 33, 43, 10, 9, 8, 41, 19, 45, 1], 0.3, 3, 9, 30, 7, 8341.563973221444)
([1, 22, 32, 49, 38, 40, 39, 34, 36, 35, 44, 46, 16, 50, 20, 23, 21, 31, 18, 3, 17, 42, 7, 2, 30, 29, 37, 48, 24, 5, 6, 15, 4, 25, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 33, 43, 9, 10, 8, 41, 19, 45, 1], 0.3, 3, 7, 50, 5, 8343.148921021033)
([1, 22, 49, 32, 36, 35, 34, 39, 40, 38, 37, 48, 24, 5, 15, 6, 4, 25, 46, 44, 16, 50, 20, 23, 30, 29, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 18, 31, 21, 7, 2, 42, 17, 3, 1], 0.2, 9, 7, 50, 5, 8360.039359549182)
([1, 49, 32, 22, 31, 18, 3, 21, 23, 20, 50, 16, 46, 44, 34, 35, 36, 39, 40, 24, 48, 38, 37, 5, 6, 15, 4, 25, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 17, 42, 7, 2, 30, 29, 1], 0.2, 9, 7, 20, 9, 8363.405840821784)
([1, 49, 32, 22, 31, 18, 3, 17, 42, 7, 2, 30, 29, 16, 50, 20, 23, 21, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 13, 14, 52, 11, 25, 4, 6, 15, 5, 24, 48, 37, 38, 40, 39, 36, 35, 34, 44, 46, 1], 0.1, 7, 7, 40, 5, 8366.60630883978)
([1, 22, 18, 31, 21, 23, 20, 50, 16, 44, 46, 25, 4, 6, 15, 5, 24, 48, 38, 37, 40, 39, 36, 35, 34, 49, 32, 45, 19, 41, 8, 10, 9, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 29, 30, 42, 7, 2, 17, 3, 1], 0.3, 5, 9, 20, 5, 8368.321229071615)
([1, 22, 18, 3, 17, 21, 2, 7, 42, 30, 29, 16, 46, 25, 4, 6, 15, 5, 24, 48, 38, 37, 40, 39, 34, 35, 36, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 27, 28, 26, 47, 12, 44, 50, 20, 23, 31, 1], 0.2, 3, 7, 30, 7, 8370.823934070939)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 13, 14, 52, 11, 29, 30, 42, 7, 2, 21, 17, 3, 18, 31, 23, 20, 50, 16, 44, 46, 25, 4, 6, 15, 5, 24, 48, 38, 37, 40, 39, 36, 35, 34, 1], 0.1, 5, 9, 20, 7, 8373.706721625673)
([1, 22, 32, 49, 36, 35, 34, 39, 40, 38, 37, 48, 24, 6, 5, 15, 25, 4, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 33, 43, 9, 10, 8, 41, 19, 45, 3, 18, 31, 21, 23, 20, 50, 16, 44, 46, 29, 30, 42, 7, 2, 17, 1], 0.1, 5, 7, 10, 9, 8376.56546125069)
([1, 22, 32, 49, 36, 35, 34, 39, 40, 37, 38, 48, 24, 5, 15, 6, 4, 25, 46, 44, 16, 50, 20, 23, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 47, 26, 27, 28, 12, 51, 11, 52, 14, 13, 33, 43, 10, 9, 8, 41, 19, 45, 1], 0.1, 5, 9, 50, 5, 8376.97315265169)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 13, 14, 52, 11, 29, 30, 2, 7, 42, 21, 17, 3, 18, 31, 23, 20, 50, 16, 44, 46, 25, 4, 6, 15, 5, 48, 24, 38, 40, 37, 39, 35, 36, 34, 1], 0.1, 5, 9, 40, 5, 8385.477668327214)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 38, 37, 39, 34, 35, 36, 40, 46, 44, 16, 50, 20, 23, 31, 18, 3, 17, 21, 30, 29, 42, 7, 2, 1], 0.2, 5, 7, 20, 9, 8387.304105074343)
([1, 22, 32, 49, 36, 35, 34, 37, 48, 24, 5, 15, 6, 4, 25, 46, 16, 50, 20, 23, 31, 18, 3, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 47, 26, 27, 28, 12, 38, 40, 39, 44, 29, 30, 42, 7, 2, 17, 21, 1], 0.1, 3, 5, 40, 5, 8394.135884776619)
([1, 22, 31, 18, 3, 17, 21, 30, 29, 47, 26, 28, 27, 13, 14, 52, 11, 51, 12, 33, 43, 10, 9, 8, 41, 19, 45, 32, 49, 36, 35, 34, 39, 40, 37, 38, 24, 48, 5, 15, 6, 4, 25, 46, 44, 16, 50, 20, 23, 2, 7, 42, 1], 0.4, 5, 7, 10, 9, 8400.043451453048)
([1, 22, 32, 49, 36, 35, 34, 39, 40, 38, 37, 48, 24, 5, 15, 6, 4, 25, 46, 44, 16, 50, 20, 23, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 11, 52, 13, 14, 47, 26, 27, 28, 12, 51, 33, 43, 10, 9, 8, 41, 19, 45, 1], 0.1, 5, 5, 50, 7, 8405.20836711404)
([1, 22, 3, 17, 21, 42, 7, 2, 30, 29, 50, 20, 23, 31, 18, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 14, 13, 52, 11, 4, 25, 46, 16, 44, 34, 36, 35, 39, 40, 37, 38, 5, 15, 6, 48, 24, 32, 49, 1], 0.4, 3, 9, 30, 5, 8407.44100908789)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 14, 13, 52, 11, 25, 4, 6, 24, 48, 37, 40, 38, 15, 5, 35, 36, 39, 34, 44, 46, 16, 50, 20, 23, 21, 31, 18, 3, 17, 2, 7, 42, 30, 29, 1], 0.1, 5, 5, 30, 5, 8412.227060000443)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 24, 48, 38, 37, 39, 40, 34, 35, 36, 23, 20, 50, 16, 44, 46, 29, 30, 21, 31, 18, 3, 17, 42, 7, 2, 1], 0.4, 3, 7, 50, 5, 8413.66233461945)
([1, 22, 49, 32, 37, 38, 40, 39, 36, 35, 34, 44, 46, 48, 24, 5, 15, 6, 4, 25, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 18, 31, 21, 30, 20, 50, 23, 16, 29, 42, 2, 7, 17, 3, 1], 0.4, 9, 7, 20, 5, 8416.639078189773)
([1, 22, 49, 32, 45, 18, 31, 21, 42, 7, 2, 17, 3, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 13, 14, 47, 26, 27, 28, 12, 4, 25, 46, 44, 36, 35, 34, 39, 40, 38, 48, 24, 5, 15, 6, 37, 20, 50, 16, 29, 30, 23, 1], 0.2, 3, 9, 40, 7, 8420.833889730327)
([1, 22, 32, 49, 36, 35, 34, 37, 38, 40, 39, 15, 6, 5, 24, 48, 25, 4, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 3, 17, 42, 7, 2, 30, 29, 16, 50, 20, 23, 31, 18, 21, 44, 46, 1], 0.2, 3, 9, 30, 9, 8424.802194798996)
([1, 22, 31, 18, 3, 17, 21, 2, 7, 42, 30, 29, 16, 44, 46, 25, 4, 6, 15, 5, 24, 48, 37, 40, 38, 39, 36, 35, 34, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 27, 28, 12, 47, 26, 50, 20, 23, 1], 0.1, 3, 9, 50, 7, 8426.135550048171)
([1, 22, 44, 16, 50, 20, 23, 21, 31, 18, 3, 17, 2, 7, 42, 30, 29, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 33, 43, 9, 10, 8, 41, 19, 45, 32, 49, 35, 36, 39, 40, 37, 38, 48, 24, 5, 15, 6, 4, 25, 46, 34, 1], 0.1, 3, 7, 40, 9, 8428.9500654589)
([1, 22, 31, 18, 3, 17, 42, 2, 7, 30, 29, 16, 46, 25, 4, 6, 15, 5, 24, 48, 38, 37, 40, 39, 34, 35, 36, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 47, 26, 28, 27, 12, 44, 20, 50, 23, 21, 1], 0.2, 3, 5, 50, 7, 8431.309491299517)
([1, 22, 31, 18, 3, 17, 21, 23, 20, 50, 16, 46, 44, 34, 35, 36, 39, 40, 38, 37, 48, 24, 5, 15, 6, 4, 25, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 32, 49, 30, 29, 2, 7, 42, 1], 0.2, 5, 9, 30, 5, 8433.477528777072)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 47, 26, 27, 28, 12, 25, 4, 6, 15, 5, 48, 24, 38, 40, 39, 36, 35, 34, 44, 16, 50, 20, 23, 30, 29, 2, 7, 42, 17, 21, 31, 18, 3, 37, 46, 1], 0.3, 3, 7, 40, 7, 8437.032501639957)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 11, 52, 13, 14, 47, 26, 27, 28, 12, 51, 25, 4, 6, 15, 5, 38, 37, 40, 39, 36, 35, 34, 44, 46, 16, 29, 30, 42, 7, 2, 17, 3, 18, 31, 21, 23, 20, 50, 48, 24, 1], 0.3, 3, 5, 50, 5, 8442.465558193573)
([1, 22, 31, 18, 3, 17, 21, 42, 7, 2, 30, 29, 16, 46, 25, 4, 6, 15, 5, 24, 48, 38, 40, 39, 37, 34, 35, 36, 49, 32, 45, 19, 41, 8, 9, 10, 33, 43, 12, 28, 27, 26, 47, 14, 13, 52, 11, 51, 44, 50, 20, 23, 1], 0.3, 3, 7, 50, 9, 8446.073817716506)
([1, 22, 32, 49, 35, 36, 39, 37, 40, 38, 5, 15, 6, 24, 48, 4, 25, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 3, 18, 31, 23, 20, 50, 16, 44, 34, 46, 29, 30, 21, 17, 42, 7, 2, 1], 0.2, 9, 7, 40, 9, 8450.691609279196)
([1, 22, 32, 49, 34, 35, 36, 39, 40, 38, 37, 48, 24, 5, 15, 6, 4, 25, 46, 44, 16, 50, 20, 23, 31, 21, 18, 3, 19, 45, 41, 8, 9, 10, 43, 33, 51, 11, 52, 14, 13, 27, 28, 12, 26, 47, 29, 30, 2, 7, 42, 17, 1], 0.3, 7, 7, 20, 5, 8452.74723811726)
([1, 22, 32, 49, 40, 39, 36, 35, 34, 44, 37, 48, 24, 6, 5, 15, 38, 46, 25, 4, 12, 28, 27, 26, 47, 13, 14, 52, 11, 51, 33, 43, 10, 9, 8, 41, 19, 45, 3, 18, 31, 23, 20, 50, 16, 29, 30, 21, 17, 42, 7, 2, 1], 0.3, 5, 5, 50, 5, 8456.610541681423)
([1, 22, 49, 32, 45, 19, 41, 8, 9, 10, 43, 33, 51, 12, 28, 27, 26, 47, 14, 13, 52, 11, 25, 4, 6, 15, 5, 24, 48, 38, 40, 39, 36, 35, 34, 37, 44, 16, 50, 20, 23, 21, 17, 3, 18, 31, 42, 7, 2, 30, 29, 46, 1], 0.1, 5, 5, 40, 7, 8466.500829620882)
